country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
US,"Forget about the fine crystal glass, and don't worry about food pairings. Just gulp this country wine down with whatever. It's dry and robust, with a tease of blackberries and raisins.",Erik's The Red Proprietary,84,15.0,California,California,California Other,,,Toad Hollow 2011 Erik's The Red Proprietary Red (California),Red Blend,Toad Hollow,2011.0
Germany,"While dusty mineral, smoke and lemon notes are demure on the nose, the palate of this Weissburgunder, or Pinot Blanc, turn surprisingly honeyed and rich. It's satisfyingly weighty despite moderate alcohol, with delicately creamy flavors evocative of lemon curd. Bright acidity refreshes through a long finish. It's ready to drink now, but could evolve nicely through 2024.",,90,25.0,Mosel,,,Anna Lee C. Iijima,,Kirsten 2014 Weissburgunder (Mosel),Weissburgunder,Kirsten,2014.0
France,"This wine has plenty to offer, from brightly fruity and peppery aromas to flavors of cherry, leather amd spice. The tannins are silky in texture, and the lengthy finish develops hints of cocoa and clove.",Les Pimpignoles,90,40.0,Rhône Valley,Gigondas,,Joe Czerwinski,@JoeCz,Les Vins de Vienne 2009 Les Pimpignoles  (Gigondas),Rhône-style Red Blend,Les Vins de Vienne,2009.0
US,A sweet Lodi Zin with much chocolate and mint from beginning to end.,Old Vine,84,20.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Grands Amis Winery 2008 Old Vine Zinfandel (Lodi),Zinfandel,Grands Amis Winery,2008.0
France,"In contrast to many of the other wines, this one starts off tight, with only faint lime and mineral notes on the nose. But it blossoms with air, stubbornly yielding up taut citrus flavors that flow over the palate with an almost gritty, powdered-rock texture.",Chateau De Blagny Premier Cru,89,40.0,Burgundy,Meursault,,,,Louis Latour 2000 Chateau De Blagny Premier Cru  (Meursault),Chardonnay,Louis Latour,2000.0
Argentina,"A little sharp and unfocused on the nose, but the palate is simple and juicy, with tangy red-fruit flavors backed by good acidity and solid tannins. Overall it's healthy and ready but sorely missing that one key ingredient: finesse.",,84,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tercos 2005 Malbec (Mendoza),Malbec,Tercos,2005.0
Portugal,"This comes from 30-year-old vines in the Quinta da Manoella, the family vineyard of Jorge Borges, one of the winemaking husband-and-wife team at Wine & Soul. This bottling shows the fruit-driven side of this vineyard, which also has 100-year-old vines. It's dense and solid, with powerful tannins that are beautifully integrated into the big plum fruits. The aftertaste is smooth, rich and concentrated.",Manoella,91,22.0,Douro,,,Roger Voss,@vossroger,Wine & Soul 2012 Manoella Red (Douro),Portuguese Red,Wine & Soul,2012.0
US,"This is tremendous in blackberries, currants and plums, with grilled meat and black pepper notes, and the tannins are rich and profound. Right out of the screwtop, however, there's a tinny, metallic taste that detracts. Your best bet is to decant this fresh young wine and hope it blows off.",Garys' Vineyard,87,32.0,California,Santa Lucia Highlands,Central Coast,,,Novy 2010 Garys' Vineyard Syrah (Santa Lucia Highlands),Syrah,Novy,2010.0
US,"The fifth generation certainly got it right. This wine is more savory than fruity, as earth and oak flavors highlight the aromas while baking spices and almond flavors soothe the palate. It's smooth and lush in texture and not too heavy in body. Drink now.",,90,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Gen5 2015 Chardonnay (Lodi),Chardonnay,Gen5,2015.0
Chile,"Snappy aromas of briny citrus fruits, jalapeño and bell pepper leave no doubt that this is Leyda Sauv Blanc. The palate is minerally and crisp, with juicy acidity. Flavors of lime, pickle brine, gooseberry and wet stone finish elegant and pure, with cleansing acidity.",1865 Single Vineyard,90,19.0,Leyda Valley,,,Michael Schachner,@wineschach,San Pedro 2014 1865 Single Vineyard Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,San Pedro,2014.0
France,"This soft, warm version of Malbec has light tannins and attractive acidity. Fruity and crisp with bright red berry fruit, it will be ready to drink from 2018.",La Réserve,85,,France Other,Vin de France,,Roger Voss,@vossroger,Lionel Osmin & Cie 2015 La Réserve Malbec (Vin de France),Malbec,Lionel Osmin & Cie,2015.0
US,"Dry and softly tannic, this Cab is ready to drink now. It offers blackberry, black and red currant, licorice and sage flavors, with a touch of smoky new oak.",,85,20.0,California,Sonoma County,Sonoma,,,Side Job 2005 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Side Job,2005.0
France,"Crisp in sliced green-apple fruit, this Champagne is ripe, although on the dry side, giving plenty of acidity and a textured aftertaste. The bottling has some age, so it is deliciously ready to drink.",Brut,90,35.0,Champagne,Champagne,,Roger Voss,@vossroger,Thiénot NV Brut  (Champagne),Champagne Blend,Thiénot,
France,"This is less flamboyant than some Condrieus, but it still shows characteristic honeyed, floral notes. It's also one of the less expensive wines from the appellation and the most widely available. Apricot joins the party on the balanced palate and lingers through the finish. Drink now–2020.",,93,70.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,E. Guigal 2012  Condrieu,Viognier,E. Guigal,2012.0
US,"Berry, herb and baking spice aromas lead the nose. The palate brings fleshy plum, cherry and coffee flavors that linger on the finish. This wine provides great easy-drinking appeal.",,90,28.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Tamarack Cellars 2013 Syrah (Columbia Valley (WA)),Syrah,Tamarack Cellars,2013.0
US,"Dark fruits envelop this rich, fat, tannic Merlot. It's loaded with cassis and ripe black cherries, set against generous barrel flavors of cedar, smoke and coffee. The tannins have a black olive streak and a bacon fat finish. Yummy stuff.",Estate,89,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Basel Cellars 2007 Estate Merlot (Walla Walla Valley (WA)),Merlot,Basel Cellars,2007.0
US,"Sampled in a half bottle, this unusual version of a Muscat (most are off-dry) was quite tart, with potent flavors of citrus flesh and rind. Not as much orange flavor as one might expect, it's more in the lemon/grapefruit camp.",Dry Muscat,86,21.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Treos 2013 Dry Muscat Muscat (Willamette Valley),Muscat,Treos,2013.0
Portugal,"Smooth and light, it's all about fruitiness, crisp apples and a squeeze of lemon juice that perks up the soft texture. It's fresh and ready to drink.",Coreto Branco,86,7.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Coreto Branco White (Lisboa),Portuguese White,DFJ Vinhos,2013.0
US,"The aromas are light for a Viognier, with notes of flowers, herbs and peach. Still, it brings a lot of appeal, with broad fruit flavors accented by residual sugar (0.4%), showing a bit of heat on the finish.",,88,23.0,Oregon,Southern Oregon,Southern Oregon,Sean P. Sullivan,@wawinereport,Season 2012 Viognier (Southern Oregon),Viognier,Season,2012.0
Australia,"Despite this wine's 16% alcohol, it does an excellent job carrying it. There's a superripe lift to the aromas of black cherry and a hint of sur-maturité in the notes of apricot preserves, but this is a big, lush, creamy-textured wine with a wonderfully rich mouthfeel and layers of fruit on the finish. Drink now–2012.",1850 Old Vine,91,80.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Cirillo 2004 1850 Old Vine Grenache (Barossa Valley),Grenache,Cirillo,2004.0
France,"89-91 Tought initially, although the weight of fruit is all there. The dry core spreads outwards, giving a rich, textured feel. Very firm aftertaste.",Barrel sample,90,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Villegeorge 2010 Barrel sample  (Haut-Médoc),Bordeaux-style Red Blend,Château Villegeorge,2010.0
Italy,"Fresh, clean and pristine, this is an up-and-coming indigenous grape from central Italy. It shows a light, lean mouthfeel with citrus highlights that would pair with barbecued shrimp or calamari.",Casale Vecchio,86,20.0,Central Italy,Colli Aprutini,,,,Farnese 2011 Casale Vecchio Passerina (Colli Aprutini),Passerina,Farnese,2011.0
Portugal,"A ripe, spicy and juicy wine that has good acidity and balanced tannins. It's a blend: the smooth character of the Aragonez (aka Tempranillo) combines with the more tannic firmness of Cabernet Sauvignon. Together, they produce a fruity, structured wine that is ready to drink.",Tagus Creek Tinto,88,12.0,Tejo,,,Roger Voss,@vossroger,Falua 2012 Tagus Creek Tinto Red (Tejo),Portuguese Red,Falua,2012.0
France,"High toast and burnt wood are initially off-putting. The tannins in the wine are also on the smoky side. However, there is fruit here, offering some balance in this powerful, dry wine, and giving some blackberry juiciness, which gives relief from the intensity of the wood.",Les Comtes,87,28.0,Bordeaux,Premieres Côtes de Bordeaux,,Roger Voss,@vossroger,Château Lagarosse 2006 Les Comtes  (Premieres Côtes de Bordeaux),Bordeaux-style Red Blend,Château Lagarosse,2006.0
Chile,"Briary berry and cassis aromas are spicy and solid. In the mouth, this Carmenère is raw and tartaric in feel. Salty plum, coffee and herbal green flavors finish about the same, with a note of cured meat and residual acidic tang.",Hacienda Araucano Reserva,85,12.0,Colchagua Valley,,,Michael Schachner,@wineschach,François Lurton 2015 Hacienda Araucano Reserva Carmenère (Colchagua Valley),Carmenère,François Lurton,2015.0
France,"Produced only in good years, this wine comes from selected parcels in the Haute-Serre vineyard. With eucalyptus perfumes, it is a smooth and wood-aged wine. The smoothness masks the powerful tannins that are beginning to balance with the rich black fruits. This dense wine needs to age. Drink from 2019.",Château de Haute-Serre Cuvée Prestige,92,49.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2011 Château de Haute-Serre Cuvée Prestige Malbec (Cahors),Malbec,Georges Vigouroux,2011.0
Argentina,"Gritty citrus aromas are dialed down. This feels racy and fairly well balanced. Mild but fresh flavors of lime, lychee and tropical fruits finish citrusy and collected. This is nothing special, but it's true and good for Torrontés.",Elsa Bianchi,86,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Valentin Bianchi 2016 Elsa Bianchi Torrontés (Mendoza),Torrontés,Valentin Bianchi,2016.0
Australia,"Features pleasant but slightly simple flavors of candied cherries and cedar, with a smooth mouthfeel and just a hint of tannin on the finish. Drink now. Imported by Walca International.",,86,19.0,South Australia,Adelaide Plains,,Joe Czerwinski,@JoeCz,Ceravolo 2006 Cabernet Sauvignon (Adelaide Plains),Cabernet Sauvignon,Ceravolo,2006.0
US,"A handful of vineyards and additions of Merlot, Cabernet Franc, Malbec and Petit Verdot make up the whole of this wine, a cool-climate style accented in spicy red currant, cherry and woody tannin. With an earthiness of compost and wood, it shows a touch of reduction as it finishes.",Heritage Reserve,88,60.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Schug 2013 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug,2013.0
Italy,"From Sardinia, this is a delightful rosé made with native grapes. It offers strawberry, crushed cherry and myrtle berry aromas that carry over to the palate along with a slightly sweet finish.",Serra Lori,86,16.0,Sicily & Sardinia,Isola dei Nuraghi,,Kerin O’Keefe,@kerinokeefe,Argiolas 2012 Serra Lori Red (Isola dei Nuraghi),Red Blend,Argiolas,2012.0
US,"Syrah shows increasing promise in Long Island, but particularly with this gorgeously ripe, complex wine. It's robust in stature, plump with blackberry and cherry flavors, but also shaded by nuances of pepper, wet clay and mushroom. Fine pleasantly astringent tannins and zesty acidity frame a long penetrating finish. Drinks beautifully now but should improve from 2020.",,90,45.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Macari 2014 Syrah (North Fork of Long Island),Syrah,Macari,2014.0
US,"Dark in color and slightly reduced, this wine offers a waxy texture of apple, apricot and vanilla, medium in build with approachable richness and roundness. Smooth, it's a pleasant quaffer.",Joie de Vivre,88,38.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Spicy Vines 2015 Joie de Vivre Chardonnay (Los Carneros),Chardonnay,Spicy Vines,2015.0
Spain,"Heavily oaked and charred aromas of saucy berry fruits and espresso lead to a choppy, astringent palate. Reedy plum and berry flavors are a touch herbal and saucy. It feels tannic and drawing on an oaky finish that sports a clove note. Drink from 2018–2026.",Finca Valdehierro 16 Meses Barrica,90,75.0,Northern Spain,Cigales,,Michael Schachner,@wineschach,Carlos Moro 2014 Finca Valdehierro 16 Meses Barrica Tempranillo (Cigales),Tempranillo,Carlos Moro,2014.0
France,"With its strongly mineral-textured base, this is a complex, impressive wine. It has fruit weight with lychees, mangos and spiced pears along with acidity that gives the wine just the lift it needs. Power and style go hand-in-hand in this wine. Drink from 2019.",Clos Saint Urbain Rangen de Thann Grand Cru,96,120.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2012 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht,2012.0
France,"Crisp and tight, this offers bright acidity over a lightly smoky flavor. A green fruit and herb element adds to the general freshness of the wine. Drink now.",,86,20.0,Burgundy,Mâcon Chaintré,,Roger Voss,@vossroger,Domaine Paquet et Fils 2013  Mâcon Chaintré,Chardonnay,Domaine Paquet et Fils,2013.0
US,"Green apple with a squeeze of fresh lemon makes for a basic and easy unoaked Chardonnay. While standard and simple, this is a perfectly enjoyable wine to pair with lighter fare.",Unwooded,85,15.0,Michigan,Old Mission Peninsula,,Alexander Peartree,,Bowers Harbor 2013 Unwooded Chardonnay (Old Mission Peninsula),Chardonnay,Bowers Harbor,2013.0
France,"Big and fruity, this is very lively, balancing butteriness with green-fruit acidity. The wine is maturing quickly, its tension is fading into rich, wood-flavored fruitiness.",Meursault Blagny Premier Cru,91,70.0,Burgundy,Meursault,,Roger Voss,@vossroger,Louis Latour 2010 Meursault Blagny Premier Cru  (Meursault),Chardonnay,Louis Latour,2010.0
US,"Full-bodied and a little forwardly sweet, this deeply colored blush bubbly has flavors of raspberries and cherries, accented with smoky yeast, vanilla cookie and peppery spice. Drink now through 2010.",Brut Rosé,89,28.0,California,Arroyo Grande Valley,Central Coast,,,Laetitia 2005 Brut Rosé Sparkling (Arroyo Grande Valley),Sparkling Blend,Laetitia,2005.0
US,"Peppery and tasting of freshly picked blackberries, Haraszthy's old-vine Lodi Zinfandel has a gamy, austere, dusty quality, and is more restrained than in some years past. Pair with anything grilled.",Old Vine,87,20.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Haraszthy 2010 Old Vine Zinfandel (Lodi),Zinfandel,Haraszthy,2010.0
Portugal,"Sweet red berry fruits come through the firmer tannins. An unusual blend of Pinot Noir and Touriga Nacional, it has plenty of acidity, delicious juiciness and touches of wood at the end. It's not for long-term aging, ready to drink now.",Terra de Touros,85,8.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Monteiro 2011 Terra de Touros Red (Tejo),Portuguese Red,Quinta do Casal Monteiro,2011.0
Austria,"The Hundsleiten vineyard is on the last slopes of the Weinviertel looking across the Danube Valley. With its great exposure, it produces a rich style of Grüner, with added structure and minerality. In 2007, the vintage exposed the terroir, giving a flinty edge to the still-rich character.",Hundsleiten,92,32.0,Niederösterreich,,,Roger Voss,@vossroger,R&A; Pfaffl 2007 Hundsleiten Grüner Veltliner (Niederösterreich),Grüner Veltliner,R&A; Pfaffl,2007.0
US,"A nice, flavorful and dry Syrah for drinking now with barbecue or a rich lamb or beef stew. Soft and gentle, it's rich in blackberries, cherries, currants, beef jerky, pepper and smoky oak.",Clover Creek Vineyard,87,20.0,California,Santa Ynez Valley,Central Coast,,,Brander 2009 Clover Creek Vineyard Syrah (Santa Ynez Valley),Syrah,Brander,2009.0
Italy,"This is a succulent and juicy red wine with pretty cherry nuances, mature prune and spice. The wine tastes slightly sweet and offers clean flavors of blueberry and bright red fruit on the close.",,86,10.0,Sicily & Sardinia,Sicilia,,,,Cusumano 2007 Merlot (Sicilia),Merlot,Cusumano,2007.0
US,"This charming and refreshing wine has aromas like green apples. Richer flavors that suggest white peach accompany a tangy but smooth texture. Light to medium bodied, it is perfect for lunch or pre-dinner drinking.",,87,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,The White Doe 2013 White (California),White Blend,The White Doe,2013.0
Italy,"Fresh, clean and upfront, this easy Italian white from beautiful Orvieto in Central Italy offers aromas of stone fruit, citrus and white flower. Pair this wine with tuna salad or fried calamari rings.",,85,10.0,Central Italy,Orvieto Classico,,,,La Carraia 2009  Orvieto Classico,White Blend,La Carraia,2009.0
Italy,Here's a straightforward Verdicchio with a pretty floral fragrance of white spring flowers. This is medium-bodied and shows pear and white peach flavors balanced by crisp acidity that leads to a clean finish. It's very well-priced.,Classico,86,12.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Sartarelli 2012 Classico  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Sartarelli,2012.0
US,"A terrific value in a benchmark Oregon Pinot Gris, this is bright and refreshing, with the palate-cleansing minerality that characterizes all of the Adelsheim white wines. Jicama and melon and pear fruits mingle seamlessly, and the wine's texture and length are impressive.",,91,19.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Adelsheim 2013 Pinot Gris (Willamette Valley),Pinot Gris,Adelsheim,2013.0
Italy,"The bouquet of yellow rose, apricot, pear and cantaloupe is delightful. On the palate it's creamy and rich, and it should pair well with shrimp risotto.",Thurner,87,16.0,Northeastern Italy,Alto Adige,,,,Colterenzio 2010 Thurner Pinot Bianco (Alto Adige),Pinot Bianco,Colterenzio,2010.0
Italy,"This elegant sparkler opens with alluring aromas of fragrant jasmine, wisteria and white peach. Thanks to 80-year old vines, the linear palate has both finesse and concentration, offering ripe yellow apple, Bartlett pear, energizing mineral tones and a saline note alongside a creamy mousse.",Dosaggio Zero,92,30.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Ca' dei Zago 2013 Dosaggio Zero  (Valdobbiadene Prosecco Superiore),Glera,Ca' dei Zago,2013.0
Chile,"A great price for a wine this rich and spicy. It's busting with ripe tropical fruit, peach, tangerine and pear notes, and spices, too. And it's dry, with just a hint of residual sugar to make the fruit round and forward. Turns really pretty on the polished, spicy finish.",La Escultura Estate,87,10.0,Casablanca Valley,,,,,Errazuriz 1999 La Escultura Estate Chardonnay (Casablanca Valley),Chardonnay,Errazuriz,1999.0
Portugal,"Aged for 12 months in wood, this smooth, ripe wine is already rich and delicious. Its structure is well integrated into the berry fruits and acidity. It's ready to drink from 2018.",Rapariga da Quinta Colheita Seleccionada Tinto,90,16.0,Alentejano,,,Roger Voss,@vossroger,Luis Duarte 2015 Rapariga da Quinta Colheita Seleccionada Tinto Red (Alentejano),Portuguese Red,Luis Duarte,2015.0
Italy,"Fresh and easygoing, this opens with scents of berry, blue flower and a whiff of baking spice. The light-bodied, simple palate offers tart cherry, black currant and a hint of espresso alongside soft, not very persistent tannins.",Poggio al Leone Riserva,89,35.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Val delle Rose 2013 Poggio al Leone Riserva  (Morellino di Scansano),Red Blend,Val delle Rose,2013.0
US,"No shrinking violet at 15.9% abv, La Folia's Zin is exuberant in juicy red and black fruit, cinnamon spice and a taste of cola. Inviting, full and round with a softness in the mouth, the finish slips away ever so quickly. It's otherwise a swell example of Sierra Foothills fruit.",,87,30.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,La Folia Winery 2010 Zinfandel (Sierra Foothills),Zinfandel,La Folia Winery,2010.0
US,"This bone-dry, full-bodied Syrah has firm tannins and intense concentration. It's a little warm in alcohol, with flavors of dark chocolate, blackberry jam, cassis liqueur, grilled bacon and black pepper, plus a coating of sweet, smoky oak. You might want to give this wine a year or so in the cellar to let everything meld together.",Samantha's Vineyard,91,38.0,California,Russian River Valley,Sonoma,,,MacLaren 2010 Samantha's Vineyard Syrah (Russian River Valley),Syrah,MacLaren,2010.0
US,"Good, rich Napa Cabernet in this bottle, packed with blackberry, currant, licorice and cedar flavors. The wine shows a firm, full-bodied texture. Best now and through 2010.",,88,55.0,California,Napa Valley,Napa,,,John Anthony 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,John Anthony,2005.0
France,"This is a serious, rich, concentrated wine. It has weight, density and a powerful structure that offers black cherry and plum fruits. Dominated at this stage by a dry, tannic core, it needs to age. Drink from 2017.",Château de Chamirey Les Ruelles Premier Cru,92,50.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2011 Château de Chamirey Les Ruelles Premier Cru  (Mercurey),Pinot Noir,Domaines Devillard,2011.0
Argentina,"Cherry, raspberry, herb and tomato aromas correctly announce a tightly clamped palate. Herbal plum and raspberry flavors are maintained on a tight, unbreakable finish. This is staunch and tight, with more than enough herbal character.",Grand,88,30.0,Mendoza Province,La Consulta,,Michael Schachner,@wineschach,Luigi Bosca 2014 Grand Pinot Noir (La Consulta),Pinot Noir,Luigi Bosca,2014.0
US,"This is an easygoing wine that's neither too oaky nor too crisp, with a decent blend of ripe pear and baking spice flavors paired with soft, smooth texture.",,86,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,The Naked Grape NV Chardonnay (California),Chardonnay,The Naked Grape,
Austria,"Grapefruit peel, salty miso and white pepper create a savory and appetizing nose. The palate is slender and zippy, full of these spicy notes and enlivened by fresh lemon and green pear. It's a wonderfully easy but exciting Grüner: light but authentic, with lasting pepperiness.",Moosburgerin,90,19.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Felsner 2016 Moosburgerin Grüner Veltliner (Kremstal),Grüner Veltliner,Felsner,2016.0
Spain,"Spunky aromas of red plum and red-berry fruits are fresh. This wine feels dry, chalky and tannic. Berry and plum flavors come with a hint of chocolate and spice on a choppy finish.",Cala N.1,87,15.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Tinedo 2014 Cala N.1 Red (Vino de la Tierra de Castilla),Red Blend,Tinedo,2014.0
Spain,"Dilute and pickled, with similarly pickled citrus and melon flavors that lose direction along the way. Rather weak and mealy wine, with a strange profile that has to be due to the Malvasia/Viura marriage.",Malvasia-Verdejo,81,12.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Viña Salamanca 2008 Malvasia-Verdejo White (Vino de la Tierra de Castilla y León),White Blend,Viña Salamanca,2008.0
Australia,"This is a nutty, toasty rendering of Chardonnay. Roasted cashew and cashew-butter notes frame subtle fruit elements reminiscent of white peach or pear. Despite a modest alcohol level, it's reasonably rich in feel and flavor, finishing with flavors of fresh pineapple.",,91,35.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yeringberg 2012 Chardonnay (Yarra Valley),Chardonnay,Yeringberg,2012.0
US,"Very rich and fruity, offering waves of ripe crushed pineapples, pears, vanilla bean, buttered popcorn and spices. What it lacks in subtlety it makes up for in sheer power.",Stuhlmuller Vineyard INOX,87,32.0,California,Alexander Valley,Sonoma,,,Thomas George 2008 Stuhlmuller Vineyard INOX Chardonnay (Alexander Valley),Chardonnay,Thomas George,2008.0
South Africa,"Delicate aromas of lemon chiffon, underripe nectarine and a touch of green apple on the nose. The palate is citrus-dominant with a round but prickly mouth and a crisp finish. Very refreshing and approachable; drink now.",,85,13.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Porcupine Ridge 2009 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Porcupine Ridge,2009.0
US,"Oak gives a creamy toastiness, but this wine is really all about Sauvignon Blanc's acidity and lemon, lime, gooseberry and honey flavors. It's dry and crisply mouthwatering.",Ritchie Vineyard Requiem,87,30.0,California,Russian River Valley,Sonoma,,,Genius Wines 2012 Ritchie Vineyard Requiem Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Genius Wines,2012.0
Spain,"A warm, aggressive wine with baked berry aromas, kirsch, bacon and rubber. The palate has hard, astringent tannins but the flavors are good once they air out; there's blackberry, plum and brown sugar. Firms up on the finish as the tannins do their thing. Tasted twice with divergent findings; this note reflects the common traits from both wines.",Crianza,86,14.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Condado de Oriza 2007 Crianza  (Ribera del Duero),Tempranillo Blend,Condado de Oriza,2007.0
US,"Principally Cabernet Franc, it's tight and reductive, with a tarry note. In the mouth it is surprisingly soft, almost silky, offering plummy fruit flavors that seem to be quickly maturing. Drink soon.",16th Street Bridge,86,15.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,O•S Winery 2011 16th Street Bridge Red (Columbia Valley (WA)),Red Blend,O•S Winery,2011.0
US,"All five Bordeaux grapes are in the blend, roughly 50% Cabernet Sauvignon and 25% Merlot dominating the flavors. The vines average 30+ years. Tart purple fruits are set against spicy barrel flavors. The wine, still quite young, should continue to improve with bottle age. It's balanced and pleasant, though it pulls up a bit short.",Old Vine,88,35.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Troon 2012 Old Vine Meritage (Applegate Valley),Meritage,Troon,2012.0
France,Generous ripe fruit is found on a wine packed with cherry and raspberry flavors. Hints of banana appear along with the vintage's signature tannic structure. Keep for 6–9 months.,Domaine de Boischampt,86,,Beaujolais,Juliénas,,Roger Voss,@vossroger,Pierre Dupond 2010 Domaine de Boischampt  (Juliénas),Gamay,Pierre Dupond,2010.0
US,"A fine Cabernet from Sutter Home's upscale line, it shows its pedigree with rich, complex flavors of blackcurrant and sweet olive. The oaky shadings are perfect, and the finish is pure and tasty. Delicious drinking.",RSVP Lewelling Vineyard,90,45.0,California,Napa Valley,Napa,,,Trinchero 2000 RSVP Lewelling Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trinchero,2000.0
France,"This fresh wine is all about fruit. Soft tannins and attractive strawberry flavors are lightly cut with acidity. Coming from vines between 50 and 60 years of age, it has some extra concentration. Drink this fragrant wine now.",Vieilles Vignes,87,21.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Roche de Bellene 2012 Vieilles Vignes  (Bourgogne),Pinot Noir,Roche de Bellene,2012.0
Argentina,"Sweet and syrupy smelling, with maple-covered doughnut and muddled spice and tree bark aromas. The palate is more cutting and acidic than expected, with a sheer mouthfeel and heavy vanilla and oak flavors covering up underdeveloped red fruit notes. Hard, crisp and tannic stuff.",Organic Legacy Old Vines,83,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Caligiore 2008 Organic Legacy Old Vines Malbec (Mendoza),Malbec,Caligiore,2008.0
US,"This feels sharp and raw, with ripe, jammy blackberry and cherry flavors, plus a streak of sweet, toasty oak. Drink now.",,85,70.0,California,Napa Valley,Napa,,,Shadowbox 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shadowbox,2009.0
Argentina,"Like many of this winery's bottlings, this is heavy and raisiny. However, amid all the thickness and extract there are lusty, robust roasted black fruit flavors and candied darkness. Baked on the finish, which feels hollow and doesn't last long.",Libertad Vineyards,84,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Benegas 2008 Libertad Vineyards Syrah (Mendoza),Syrah,Benegas,2008.0
Portugal,"The very local Tamarez grapes make an appearance in this lemon-colored and flavored wine. It is fruity, soft and bright with acidity. Drink now.",Brado Branco,85,6.0,Alentejano,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2016 Brado Branco White (Alentejano),Portuguese White,Adega Cooperativa de Borba,2016.0
Italy,"Enticing scents suggesting iris, rose, tilled earth and red berry slowly emerge in the glass. The meaty palate doles out ripe black raspberry, juicy black cherry and a potpourri of cake spice alongside a backbone of firm tannins and fresh acidity. A licorice note closes the lingering finish. Drink 2018–2024.",Boiolo,93,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Enzo Boglietti 2012 Boiolo  (Barolo),Nebbiolo,Enzo Boglietti,2012.0
France,"Despite its description as “extra dry,” this is in fact sweeter than a brut. This is fresh and fruity, with an attractive apple-purée flavor, balanced by crisp acidity and a light, bright finish.",Carte Blanche Extra Dry,89,52.0,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer NV Carte Blanche Extra Dry  (Champagne),Champagne Blend,Louis Roederer,
